ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2017,2018,2019,2020,2021,2022,all
009516.OF,中欧真益稳健一年C,中欧基金,20200604,混合型,混合型,中债综合财富(总值)指数收益率*85%+中证800指数收益率*12%+中证港股通综合指数(人民币)收益率*3%,0.7,0.2,黄华,0.3,20211231,,,,0.062100000000000044,0.04651162790697664,-0.011965811965811847,0.09820000000000007
009182.OF,浙商智多兴稳健回报一年持有C,浙商基金,20200604,混合型,混合型,中债综合全价指数收益率*75%+沪深300指数收益率*12%+一年期人民币定期存款基准利率(税后)*10%+恒生指数收益率*3%,1.5,0.15,周锦程 查晓磊 陈亚芳,7.19,20211231,,,,0.06423975000000004,0.062331800705620936,-0.016206539300113752,0.1122530100000001
009181.OF,浙商智多兴稳健回报一年持有A,浙商基金,20200604,混合型,混合型,中债综合全价指数收益率*75%+沪深300指数收益率*12%+一年期人民币定期存款基准利率(税后)*10%+恒生指数收益率*3%,1.5,0.15,周锦程 查晓磊 陈亚芳,11.44,20211231,,,,0.06724986999999993,0.067678621502198,-0.015880473605909284,0.12138439000000001
008625.OF,国富平衡养老三年,国海富兰克林基金,20200603,混合型,混合型,中债国债总指数收益率(全价)*60%+中证800指数收益率*40%,0.6,0.15,吴弦,0.66,20211231,,,,0.13450000000000006,0.08752754517408545,-0.036877938077484275,0.1882999999999999
009263.OF,华宝红利精选A,华宝基金,20200603,混合型,混合型,中证红利指数收益率*75%+中证综合债指数收益率*20%+恒生指数收益率*5%,1.5,0.25,张奇,0.3,20211231,,,,0.17100000000000004,0.13902647309991464,-0.05195681511470995,0.26449999999999996
007705.OF,长城恒康稳健养老一年,长城基金,20200603,混合型,混合型,中债综合财富指数收益率*75%+中证800指数收益率*25%,0.6,0.15,蔡旻,1.07,20211231,,,,0.028000000000000025,-0.0060311284046692445,-0.013309845370914128,0.008199999999999985
008888.OF,华夏国证半导体芯片ETF联接C,华夏基金,20200602,股票型,被动指数型,国证半导体芯片指数收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1,赵宗庭,48.07,20211231,,,,0.09489999999999998,0.3150972691570006,-0.14014862143204387,0.23809999999999998
008887.OF,华夏国证半导体芯片ETF联接A,华夏基金,20200602,股票型,被动指数型,国证半导体芯片指数收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1,赵宗庭,30.28,20211231,,,,0.0968,0.3190189642596646,-0.13997373332411703,0.24419999999999997
009355.OF,泰达宏利泰和稳健养老,泰达宏利基金,20200602,混合型,混合型,中证全债指数收益率*80%+中证全指指数收益率*20%,0.8,0.2,张晓龙,3.28,20211231,,,,0.05540897999999994,0.042442769437114294,-0.0067623855682110755,0.09276346000000002
009423.OF,招商瑞信稳健配置A,招商基金,20200602,混合型,混合型,中证全债指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率(使用估值汇率折算)*5%,1.0,0.15,余芽芳 王垠,37.01,20211231,,,,0.07050000000000001,0.10372859411489961,-0.015198645674270341,0.16358362999999998
008837.OF,融通通益,融通基金,20200602,混合型,混合型,中债综合全价(总值)指数收益率*75%+沪深300指数收益率*20%+中证香港100指数收益率*5%,0.6,0.1,何龙 黄浩荣,7.75,20211231,,,,0.15290000000000004,0.06522681932517992,-0.021496620796352072,0.2017
009424.OF,招商瑞信稳健配置C,招商基金,20200602,混合型,混合型,中证全债指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率(使用估值汇率折算)*5%,1.0,0.15,余芽芳 王垠,50.95,20211231,,,,0.0673999999999999,0.09820093685591165,-0.015504568222229434,0.15404492000000003
009481.OF,国泰宏益一年A,国泰基金,20200601,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,1.0,0.15,樊利安,0.83,20211231,,,,0.12969999999999993,0.07214304682659124,-0.01700792602377803,0.1906000000000001
009482.OF,国泰宏益一年C,国泰基金,20200601,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,1.0,0.15,樊利安,0.06,20211231,,,,0.1257999999999999,0.06564220998401145,-0.017421021922147135,0.17880000000000007
008445.OF,融通产业趋势先锋,融通基金,20200601,股票型,股票型,沪深300指数收益率*80%+中债综合全价(总值)指数收益率*20%,1.5,0.25,彭炜,2.99,20211231,,,,0.23150000000000004,0.2479090539991879,-0.13111660593440919,0.33529999999999993
008534.OF,惠升惠兴C,惠升基金,20200601,混合型,混合型,中债综合全价指数收益率*60%+沪深300指数收益率*40%,0.6,0.1,孙庆,0.11,20211231,,,,0.30469999999999997,-0.0024526711121329575,-0.03165578179024212,0.2603
009048.OF,浦银安盛科技创新,浦银安盛基金,20200601,混合型,灵活配置型,中国战略新兴产业成份指数收益率*50%+中证全债指数收益率*50%,1.0,0.15,褚艳辉,2.7,20210630,,,,0.16510000000000002,0.0870311561239378,-0.058112909593367464,0.19290000000000007
900010.OF,中信证券卓越成长两年持有A,中信证券,20200601,混合型,混合型,中证700指数收益率*65%+中证全债指数收益率*25%+恒生指数收益率*10%,0.8,0.25,,22.09,20211231,0.39249520403735183,-0.2057053356080374,0.38257464138789865,0.5370186053527739,-0.012353673029048017,-0.10203258239101148,1.0849036166917003
900090.OF,中信证券卓越成长两年持有B,中信证券,20200601,混合型,混合型,中证700指数收益率*65%+中证全债指数收益率*25%+恒生指数收益率*10%,0.6,0.25,,102.73,20211231,,,,0.3568198690693124,-0.010395941106247582,-0.10188489570243785,0.20591212796112568
008533.OF,惠升惠兴A,惠升基金,20200601,混合型,混合型,中债综合全价指数收益率*60%+沪深300指数收益率*40%,0.6,0.1,孙庆,3.57,20211231,,,,0.3062,-0.005971520440973839,-0.031500308071472534,0.25750000000000006
900100.OF,中信证券卓越成长两年持有C,中信证券,20200601,混合型,混合型,中证700指数收益率*65%+中证全债指数收益率*25%+恒生指数收益率*10%,0.6,0.25,,8.19,20211231,,,,0.35121819531619086,-0.017281854053244075,-0.10236340533672174,0.19194168860093136
009199.OF,万家价值优势一年持有,万家基金,20200529,混合型,混合型,沪深300指数收益率*70%+上证国债指数收益率*20%+恒生指数收益率*10%,1.5,0.25,莫海波,16.16,20211231,,,,0.36230000000000007,0.2503119723996183,-0.12205718311512943,0.49540000000000006
009438.OF,信达澳银科技创新一年定开C,信达澳银基金,20200529,混合型,混合型,中国战略新兴产业成份指数收益率*80%+中债总指数收益率*20%,1.5,0.25,冯明远,1.07,20211231,,,,0.09210000000000007,0.5461954033513414,-0.13306881440246365,0.4639
009437.OF,信达澳银科技创新一年定开A,信达澳银基金,20200529,混合型,混合型,中国战略新兴产业成份指数收益率*80%+中债总指数收益率*20%,1.5,0.25,冯明远,6.01,20211231,,,,0.0928,0.5476756954612007,-0.13297463489623373,0.4663999999999999
008415.OF,国泰大制造两年持有,国泰基金,20200529,混合型,混合型,申银万国制造业指数收益率*80%+中债综合指数收益率*20%,1.5,0.25,程洲,27.6,20211231,,,,0.1825000000000001,0.2342494714587737,-0.11298389859540942,0.2946
008137.OF,九泰天奕量化价值C,九泰基金,20200529,混合型,混合型,沪深300指数收益率*90%+银行活期存款利率(税后)*10%,0.6,0.15,孟亚强,0.0,20211231,,,,0.24370000000000003,-0.0881241456942992,0.005643241336742757,0.14050000000000007
008077.OF,九泰天奕量化价值A,九泰基金,20200529,混合型,混合型,沪深300指数收益率*90%+银行活期存款利率(税后)*10%,0.6,0.15,孟亚强,0.01,20211231,,,,0.24970000000000003,-0.08410018404417058,0.00576620653503402,0.1512
009527.OF,浙商汇金新兴消费,浙商资管,20200529,混合型,灵活配置型,中证主要消费行业指数收益率*70%+中债总财富指数(总值)收益率*30%,1.5,0.1,周涛 王凯,0.43,20211231,,,,0.4013358778625953,-0.021721367288574028,-0.09772395072040096,0.2369274809160305
009376.OF,景顺长城成长领航,景顺长城基金,20200528,混合型,混合型,中证800指数收益率*50%+恒生指数收益率(使用估值汇率折算)*30%+中证全债指数收益率*20%,1.5,0.25,杨锐文,21.37,20211231,,,,0.24649999999999994,0.254552747693542,-0.1099884895766723,0.3917999999999999
009211.OF,中欧嘉和三年持有期C,中欧基金,20200528,混合型,混合型,中证800指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率*10%,1.5,0.25,王健,2.91,20211231,,,,0.3385,0.051326111318640254,-0.06303297328027288,0.3185
008889.OF,银华中证5G通信主题ETF联接A,银华基金,20200528,股票型,被动指数型,中证5G通信主题指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,王帅 马君,8.67,20211231,,,,-0.09189999999999998,0.06287853760599045,-0.12422295897223364,-0.15469999999999995
009210.OF,中欧嘉和三年持有期A,中欧基金,20200528,混合型,混合型,中证800指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率*10%,1.5,0.25,王健,19.24,20211231,,,,0.3416999999999999,0.055526570768428124,-0.06270300804971049,0.3273999999999999
009336.OF,平安中证500指数增强A,平安基金,20200527,股票型,增强指数型,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%,1.0,0.15,毛时超,0.18,20211231,,,,0.22429999999999994,0.1678510169076207,-0.11763883060567905,0.26160000000000005
009226.OF,天弘中证中美互联网C,天弘基金,20200527,股票型,被动指数型,中证中美互联网指数收益率*95%+人民币活期存款收益率(税后)*5%,0.6,0.25,胡超,0.53,20211231,,,,0.21750000000000003,-0.16443531827515395,-0.11274943477833493,-0.09740000000000004
009402.OF,交银启明A,交银施罗德基金,20200527,混合型,混合型,沪深300指数收益率*70%+中证综合债券指数收益率*25%+恒生指数收益率*5%,1.5,0.25,刘鹏,63.25,20211231,,,,0.3298000000000001,0.3708076402466535,-0.09481492127928026,0.65006188
009225.OF,天弘中证中美互联网A,天弘基金,20200527,股票型,被动指数型,中证中美互联网指数收益率*95%+人民币活期存款收益率(税后)*5%,0.6,0.25,胡超,1.34,20211231,,,,0.21940000000000004,-0.16212891586025913,-0.1125575022022121,-0.09330000000000005
009414.OF,中银大健康A,中银基金,20200527,股票型,股票型,中证健康产业指数收益率*75%+中债综合全价(总值)指数收益率*15%+恒生指数收益率*10%,1.5,0.25,刘潇,3.85,20211231,,,,0.2713000000000001,-0.05592700385432247,-0.13406098983502754,0.03929999999999989
009337.OF,平安中证500指数增强C,平安基金,20200527,股票型,增强指数型,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%,1.0,0.15,毛时超,0.15,20211231,,,,0.2206999999999999,0.16187433439829607,-0.11802862581964324,0.2508999999999999
009472.OF,广发深证100C,广发基金,20200526,股票型,被动指数型,深证100价格指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.15,罗国庆,0.09,20211231,,,,0.42991329479768775,-0.014710010667564988,-0.0856459057496153,0.2882145150931278
162714.OF,广发深证100A,广发基金,20200526,股票型,被动指数型,深证100价格指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.15,罗国庆,0.37,20211231,0.2850155624722099,-0.31617189121860084,0.5556356167155723,0.15939885003764837,-0.012734922861150038,-0.08540743266280265,0.43130280124499765
008072.OF,景顺长城创业板综指,景顺长城基金,20200525,股票型,增强指数型,创业板综合指数收益率*95%+商业银行活期存款利率(税后)*5%,1.2,0.2,黎海威,2.37,20211231,,,,0.3184,0.3062803398058252,-0.11502729067471835,0.5241
009392.OF,汇添富优质成长C,汇添富基金,20200525,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,1.5,0.25,杨瑨,8.0,20211231,,,,0.30410000000000004,-0.039337474120082906,-0.11677841634738177,0.10650000000000004
009334.OF,富国融享18个月A,富国基金,20200525,混合型,混合型,中证800指数收益率*50%+中债综合全价指数收益率*35%+恒生指数收益率(使用估值汇率折算)*15%,1.5,0.25,孙彬,11.85,20211231,,,,0.5407,0.24116364639449597,-0.09338307159698493,0.7336880400000001
009391.OF,汇添富优质成长A,汇添富基金,20200525,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,1.5,0.25,杨瑨,47.26,20211231,,,,0.30889999999999995,-0.03361601344640541,-0.11637283579729624,0.11769999999999992
008609.OF,广发养老目标日期2040三年持有(FOF),广发基金,20200522,混合型,混合型,中证800指数收益率*53%+中债-综合全价(总值)指数收益率*47%,0.9,0.15,陆靖昶,0.7,20211231,,,,0.15290000000000004,0.03590944574551121,-0.04278656953864182,0.1432
008294.OF,朱雀企业优胜A,朱雀基金,20200522,股票型,股票型,沪深300指数收益率*70%+中债综合指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.2,梁跃军,16.17,20211231,,,,0.5740000000000001,0.12928843710292248,-0.1256821378340366,0.5541
009378.OF,招商瑞恒一年持有C,招商基金,20200522,混合型,混合型,中证全债指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(经汇率调整后)*5%,0.8,0.15,余芽芳 王垠,30.25,20211231,,,,0.052200000000000024,0.06111005512260029,-0.005642633228840101,0.11020000000000008
009164.OF,中加聚庆六个月定开A,中加基金,20200522,混合型,混合型,中债总全价(总值)指数收益率*80%+中证800指数收益率*20%,0.6,0.1,冯汉杰 魏泰源,2.79,20211231,,,,0.15399999999999991,0.09315424610052007,-0.004280618311533944,0.2561
009007.OF,兴全沪港深两年持有,兴证全球基金,20200522,混合型,混合型,恒生指数收益率(使用估值汇率折算)*80%+沪深300指数收益率*10%+中债综合(全价)指数收益率*10%,1.5,0.25,林翠萍,28.78,20211231,,,,0.1076999999999999,-0.12882549426740086,-0.05036269430051811,-0.08360000000000001
008555.OF,华商龙头优势,华商基金,20200522,混合型,混合型,中证龙头企业指数收益率*60%+中债总全价指数收益率*30%+中证港股通综合指数收益率*10%,1.5,0.25,李双全,1.86,20211231,,,,0.11109999999999998,0.054270542705427076,-0.1123442035171589,0.03980000000000006
009106.OF,嘉合同顺智选A,嘉合基金,20200522,股票型,股票型,中证500指数收益率*85%+商业银行活期存款利率(税后)*15%,1.5,0.15,李国林 杨彦喆,0.98,20211231,,,,0.08640000000000003,0.05238308173784977,-0.0665119065189185,0.06726531999999996
009377.OF,招商瑞恒一年持有A,招商基金,20200522,混合型,混合型,中证全债指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(经汇率调整后)*5%,0.8,0.15,余芽芳 王垠,37.48,20211231,,,,0.05469999999999997,0.0654214468569261,-0.00533950342618137,0.11769999999999992
900029.OF,中信证券量化优选A,中信证券,20200522,股票型,股票型,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.15,,2.73,20211231,,,,0.4643520668834187,0.04059947664737127,-0.12740989103101427,0.3296562935438923
009536.OF,汇添富稳健增益一年持有A,汇添富基金,20200522,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*5%,0.6,0.1,叶盛 赵鹏飞,15.88,20211231,,,,0.033500000000000085,-0.004063860667634234,-0.013115709705625247,0.015800000000000036
009107.OF,嘉合同顺智选C,嘉合基金,20200522,股票型,股票型,中证500指数收益率*85%+商业银行活期存款利率(税后)*15%,1.5,0.15,李国林 杨彦喆,0.82,20211231,,,,0.08230000000000004,0.047095481844220514,-0.06686372507543285,0.05749669000000002
009165.OF,中加聚庆六个月定开C,中加基金,20200522,混合型,混合型,中债总全价(总值)指数收益率*80%+中证800指数收益率*20%,0.6,0.1,冯汉杰 魏泰源,1.87,20211231,,,,0.1511,0.08878464077838595,-0.004547993297694118,0.24760000000000004
