ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market
159957.SZ,创业板ETF华夏,华夏基金,股票型,20171208,0.5,0.1,创业板指数,被动指数型,E
501048.SH,证券公司LOFC,汇添富基金,股票型,20171204,0.5,0.1,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
501047.SH,证券公司LOF,汇添富基金,股票型,20171204,0.5,0.1,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
501051.SH,圆信永丰汇利LOF,圆信永丰基金,混合型,20171130,1.5,0.15,沪深300指数收益率*60%+上证国债指数收益率*40%,混合型,E
501305.SH,港股高股息LOF,汇添富基金,股票型,20171124,0.75,0.1,中证港股通高股息投资指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E
501306.SH,港股高股息LOFC,汇添富基金,股票型,20171124,0.75,0.1,中证港股通高股息投资指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E
160644.SZ,港美互联网LOF,鹏华基金,股票型,20171116,1.5,0.3,中证海外中国互联网指数(人民币计价)*95%+人民币活期存款利率(税后)*5%,股票型,E
501049.SH,东方红睿玺,东证资管,混合型,20171115,1.5,0.25,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,灵活配置型,E
166024.SZ,中欧恒利定开,中欧基金,混合型,20171101,1.5,0.25,沪深300指数收益率*60%+中债综合指数收益率*40%,混合型,E
160140.SZ,美国REIT精选LOF,南方基金,股票型,20171026,0.8,0.25,道琼斯美国精选REIT指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
501046.SH,财通福鑫定开混合,财通基金,混合型,20171023,1.5,0.25,沪深300指数收益率*55%+上证国债指数收益率*45%,灵活配置型,E
501040.SH,添富睿丰LOFC,汇添富基金,混合型,20170929,1.2,0.2,中债综合指数收益率*80%+沪深300指数收益率*20%,混合型,E
501039.SH,添富睿丰LOF,汇添富基金,混合型,20170929,1.2,0.2,中债综合指数收益率*80%+沪深300指数收益率*20%,混合型,E
168002.SZ,国寿精选LOF,国寿安保基金,混合型,20170927,0.6,0.1,沪深300指数收益率*50%+中债综合(全价)指数收益率*50%,灵活配置型,E
501303.SH,恒生中型股LOF,广发基金,股票型,20170921,0.5,0.1,人民币计价的恒生综合中型股指数收益率*95%+人民币活期存款收益率(税后)*5%,被动指数型,E
501043.SH,沪深300LOF,汇添富基金,股票型,20170906,0.5,0.1,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
501045.SH,沪深300LOFC,汇添富基金,股票型,20170906,0.5,0.1,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
512200.SH,房地产ETF,南方基金,股票型,20170825,0.5,0.1,中证全指房地产指数收益率,被动指数型,E
501038.SH,银华明择,银华基金,混合型,20170811,1.5,0.25,沪深300指数收益率*55%+中国债券总指数收益率*45%,混合型,E
511670.SH,华泰天天金ETF,华泰证券资管,货币市场型,20170811,0.2,0.09,同期七天通知存款利率(税后),货币型,E
160924.SZ,恒生指数LOF,大成基金,股票型,20170810,1.0,0.2,恒生指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,E
501037.SH,中证500LOFC,汇添富基金,股票型,20170810,0.5,0.1,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
501036.SH,中证500LOF,汇添富基金,股票型,20170810,0.5,0.1,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
511260.SH,十年国债ETF,国泰基金,债券型,20170804,0.3,0.1,上证10年期国债指数收益率,被动指数型,E
511620.SH,货币基金ETF,国泰基金,货币市场型,20170804,0.22,0.05,同期七天通知存款利率(税后),货币型,E
512400.SH,有色金属ETF,南方基金,股票型,20170803,0.5,0.1,中证申万有色金属指数收益率,被动指数型,E
166023.SZ,中欧瑞丰LOF,中欧基金,混合型,20170731,1.5,0.25,沪深300指数收益率*60%+中债综合指数收益率*40%,灵活配置型,E
512570.SH,证券ETF易方达,易方达基金,股票型,20170727,0.5,0.1,中证全指证券公司指数,被动指数型,E
501302.SH,恒生指数基金LOF,南方基金,股票型,20170721,0.5,0.1,经估值汇率调整的恒生指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,E
161038.SZ,成长LOF,富国基金,混合型,20170721,0.9,0.25,中证500指数收益率*47.5%+创业板指数收益率*47.5%+银行活期存款利率(税后)*5%,混合型,E
512800.SH,银行ETF,华宝基金,股票型,20170718,0.5,0.1,中证银行指数,被动指数型,E
512560.SH,军工ETF易方达,易方达基金,股票型,20170714,0.5,0.1,中证军工指数,被动指数型,E
512550.SH,A50ETF基金,嘉实基金,股票型,20170703,0.5,0.1,富时中国A50指数收益率,被动指数型,E
161715.SZ,大宗商品LOF,招商基金,股票型,20170629,0.75,0.15,中证大宗商品股票指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E
512700.SH,银行ETF基金,南方基金,股票型,20170628,0.5,0.1,中证银行指数收益率,被动指数型,E
161130.SZ,纳斯达克100LOF,易方达基金,股票型,20170623,0.8,0.25,纳斯达克100指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E
160643.SZ,空天军工LOF,鹏华基金,股票型,20170613,1.0,0.15,中证空天一体军工指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E
160324.SZ,华夏磐晟LOF,华夏基金,混合型,20170531,1.5,0.25,沪深300指数收益率*50%+上证国债指数收益率*50%,灵活配置型,E
163111.SZ,申万中小LOF,申万菱信基金,股票型,20170509,0.65,0.12,中小企业100指数收益率*95%+银行同业存款利率*5%,被动指数型,E
166402.SZ,基本面100LOF,浦银安盛基金,股票型,20170427,1.0,0.22,中证锐联沪港深基本面100指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
161037.SZ,高端制造LOF,富国基金,股票型,20170427,1.2,0.2,中证高端制造主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,增强指数型,E
501016.SH,券商基金LOF,国泰基金,股票型,20170427,0.5,0.15,中证申万证券行业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E
167003.SZ,鼎弘LOF,平安基金,混合型,20170426,1.2,0.25,中证综合债指数收益率*80%+沪深300指数收益率*20%,混合型,E
159952.SZ,创业板ETF广发,广发基金,股票型,20170425,0.15,0.05,创业板指数收益率,被动指数型,E
160723.SZ,嘉实原油LOF,嘉实基金,股票型,20170420,1.0,0.28,WTI原油价格收益率*100%,股票型,E
501301.SH,香港大盘LOF,华宝基金,股票型,20170420,0.75,0.15,经人民币汇率调整的恒生中国(香港上市)25指数收益率*95%+人民币银行活期存款利率(税后)*5%,被动指数型,E
161631.SZ,人工智能LOF,融通基金,股票型,20170410,0.8,0.15,中证人工智能主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
501019.SH,军工基金LOF,国泰基金,股票型,20170329,0.5,0.15,国证航天军工指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E
511770.SH,金鹰增益货币ETF,金鹰基金,货币市场型,20170320,0.28,0.08,七天通知存款利率(税后),货币型,E
161036.SZ,娱乐增强LOF,富国基金,股票型,20170313,1.2,0.25,中证娱乐主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,增强指数型,E
164509.SZ,国富恒利债券LOF,国海富兰克林基金,债券型,20170310,0.3,0.1,中债综合指数(全价),债券型,E
512900.SH,证券ETF基金,南方基金,股票型,20170310,0.5,0.1,中证全指证券公司指数收益率,被动指数型,E
501027.SH,国泰融信LOF,国泰基金,混合型,20170302,0.9,0.25,沪深300指数收益率*60%+中证综合债指数收益率*40%,灵活配置型,E
162719.SZ,石油LOF,广发基金,股票型,20170228,1.0,0.3,人民币计价的道琼斯美国石油开发与生产指数收益率*95%+人民币活期存款收益率(税后)*5%,被动指数型,E
512580.SH,碳中和龙头ETF,广发基金,股票型,20170125,0.5,0.1,中证环保产业指数收益率,被动指数型,E
501032.SH,财通福盛混合LOF,财通基金,混合型,20170125,1.5,0.25,沪深300指数收益率*70%+中债综合全价指数收益率*30%,混合型,E
161233.SZ,国投瑞泰LOF,国投瑞银基金,混合型,20170123,1.5,0.25,沪深300指数收益率*50%+中债综合指数收益率*50%,灵活配置型,E
501029.SH,红利基金LOF,华宝基金,股票型,20170118,0.75,0.15,标普中国A股红利机会指数收益率*95%+同期银行活期存款利率(税后)*5%,被动指数型,E
513050.SH,中概互联网ETF,易方达基金,股票型,20170104,0.6,0.25,中证海外中国互联网50指数,被动指数型,E
168401.SZ,红土创新精选LOF,红土创新基金,混合型,20161230,1.5,0.25,沪深300指数收益率*60%+中证全债指数收益率*40%,灵活配置型,E
501012.SH,中药基金LOFC,汇添富基金,股票型,20161229,0.75,0.1,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
501031.SH,环境治理LOFC,汇添富基金,股票型,20161229,1.0,0.1,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
501011.SH,中药基金LOF,汇添富基金,股票型,20161229,0.75,0.1,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
501030.SH,环境治理LOF,汇添富基金,股票型,20161229,1.0,0.1,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
511650.SH,华夏快线ETF,华夏基金,货币市场型,20161229,0.2,0.05,七天通知存款利率(税后),货币型,E
160323.SZ,华夏磐泰LOF,华夏基金,混合型,20161226,1.0,0.2,上证国债指数收益率*70%+沪深300指数收益率*30%,混合型,E
501009.SH,生物科技LOF,汇添富基金,股票型,20161222,0.75,0.1,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
501007.SH,互联网医疗LOF,汇添富基金,股票型,20161222,0.75,0.1,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
501008.SH,互联网医疗LOFC,汇添富基金,股票型,20161222,0.75,0.1,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
501010.SH,生物科技LOFC,汇添富基金,股票型,20161222,0.75,0.1,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E
168301.SZ,东海祥龙LOF,东海基金,混合型,20161221,1.5,0.25,沪深300指数收益率*50%+中债综合指数收益率*50%,灵活配置型,E
161129.SZ,原油LOF易方达,易方达基金,另类投资型,20161219,1.0,0.25,标普高盛原油商品指数(S&P GSCI Crude Oil Index ER)收益率,原油主题基金,E
161626.SZ,融通通福LOF,融通基金,债券型,20161213,0.7,0.2,中债综合(全价)指数收益率,债券型,E
161127.SZ,标普生物科技LOF,易方达基金,股票型,20161213,0.8,0.25,标普生物科技精选行业指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E
161128.SZ,标普信息科技LOF,易方达基金,股票型,20161213,0.8,0.25,标普500信息科技指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E
169201.SZ,浙商鼎盈LOF,浙商资管,混合型,20161207,1.5,0.25,沪深300指数收益率*70%+中国债券总指数收益率*30%,灵活配置型,E
161125.SZ,标普500LOF,易方达基金,股票型,20161202,0.8,0.25,标普500指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E
160922.SZ,恒生中小LOF,大成基金,股票型,20161202,1.0,0.25,恒生综合中小型股指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,E
501300.SH,美元债LOF,海富通基金,债券型,20161128,0.6,0.2,巴克莱资本美国综合债券指数收益率*90%+商业银行活期存款基准利率(税后)*10%,债券型,E
161126.SZ,标普医疗保健LOF,易方达基金,股票型,20161128,0.8,0.25,标普500医疗保健等权重指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E
501028.SH,财通福瑞混合LOF,财通基金,混合型,20161122,0.6,0.15,沪深300指数收益率*55%+上证国债指数收益率*45%,混合型,E
511950.SH,添利货币ETF,广发基金,货币市场型,20161122,0.15,0.06,人民币活期存款利率(税后),货币型,E
161035.SZ,医药增强LOF,富国基金,股票型,20161111,1.2,0.2,中证医药主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,增强指数型,E
160322.SZ,港股精选LOF,华夏基金,股票型,20161111,1.5,0.25,恒生综合指数收益率*90%+同期人民币活期存款利率*10%,股票型,E
160223.SZ,创业板LOF,国泰基金,股票型,20161111,0.5,0.15,创业板指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E
501025.SH,香港银行LOF,鹏华基金,股票型,20161110,0.75,0.15,中证香港银行投资指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E
164703.SZ,汇添富纯债LOF,汇添富基金,债券型,20161107,0.3,0.1,中债综合指数,债券型,E
161124.SZ,港股小盘LOF,易方达基金,股票型,20161102,0.8,0.25,恒生综合小型股指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E
501050.SH,50AHLOF,华夏基金,股票型,20161027,0.5,0.1,上证50AH优选指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E
501022.SH,银华鑫盛LOF,银华基金,混合型,20161014,1.5,0.25,沪深300指数收益率*50%+中国债券总指数收益率*50%,灵活配置型,E
512100.SH,中证1000ETF,南方基金,股票型,20160929,0.5,0.1,中证1000指数,被动指数型,E
501023.SH,港中小企LOF,鹏华基金,股票型,20160929,0.75,0.15,中证香港中小企业投资主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E
160722.SZ,嘉实惠泽LOF,嘉实基金,混合型,20160929,1.5,0.25,沪深300指数收益率*50%+中债综合指数收益率*50%,灵活配置型,E
511690.SH,交易货币ETF,大成基金,货币市场型,20160929,0.25,0.08,中国人民银行公布的人民币活期存款基准利率(税后),货币型,E
165317.SZ,建信丰裕LOF,建信基金,混合型,20160929,1.5,0.25,沪深300指数收益率*50%+中债综合指数收益率(全价)*50%,灵活配置型,E
168105.SZ,九泰泰富,九泰基金,混合型,20160926,2.0,0.25,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,灵活配置型,E
164814.SZ,工银双债LOF,工银瑞信基金,债券型,20160926,0.75,0.2,中债企业债总全价指数收益率*60%+天相可转债指数收益率*40%,债券型,E
511700.SH,场内货币ETF,平安基金,货币市场型,20160923,0.15,0.05,同期中国人民银行公布的七天通知存款利率(税后),货币型,E
164210.SZ,天弘同利LOF,天弘基金,债券型,20160920,0.3,0.1,中债综合指数,债券型,E
167002.SZ,鼎越LOF,平安基金,混合型,20160920,1.5,0.25,沪深300指数收益率*50%+中证综合债指数收益率*50%,灵活配置型,E
160642.SZ,鹏华增瑞LOF,鹏华基金,混合型,20160920,1.5,0.25,沪深300指数收益率*60%+中证综合债指数收益率*40%,灵活配置型,E
501026.SH,财通福享混合LOF,财通基金,混合型,20160918,1.5,0.25,沪深300指数收益率*55%+上证国债指数收益率*45%,灵活配置型,E
160421.SZ,华安智增LOF,华安基金,混合型,20160913,1.5,0.25,沪深300指数收益率*50%+中国债券总指数收益率*50%,灵活配置型,E
511660.SH,货币ETF建信添益,建信基金,货币市场型,20160902,0.25,0.08,同期中国人民银行公布的七天通知存款利率(税前),货币型,E
